,companycode,companyname,companysource,meituanid,provincename,cityname,postalname,companyaddress,longitude,latitude,destinephone,shopphonenum,confirmstatus,updatedate,ismatched
8124,29218,欢乐迪KTV（钟家村店）,美团,1070062672,湖北省,武汉,汉阳区,湖北省武汉市汉阳区钟家村人信汉商银座D座4楼 ,114.268154,30.548857,027-88868999,4,确定,2020/8/10,
8125,29220,海汇酒楼,,181699329,甘肃,武威,民勤县,甘肃武威民勤县苏武乡兴墩村61号,103.126592,38.614677,0935-4515888,0,确定,,
8126,29225,雅馨量贩式KTV,美团,566245639,云南,昆明,西山区,云南昆明 西山区碧鸡街道碧鸡农贸市场二楼 ,102.616474,24.993704,19988488262手机,0,确定,2020.8.11,是
8127,29227,小岗时尚KTV,美团,641180282,陕西,延安,子长市,子长市安定东路8号楼 ,109.68324,37.145288,13629116366,0,确定,2020/8/24,
8128,29234,秀嘉纯K,美团,1928170347,贵州,贵阳,花溪区,贵州贵阳 花溪区孟关大道世纪梦美大酒店北行100米 ,106.746748,26.414714,0851-82590999,6,确定,2020.8.12,是
8129,29241,盛世欢歌量贩KTV,美团,2229507,广东,湛江,霞山区,广东湛江霞山区人民大道南32号,110.406716,21.196841,0759-2137777,3,确定,8.2,
8130,29242,海乐迪量贩KTV,美团,1184982124,江苏省,淮安市,淮安区,淮安区梁红玉路欣天地商业广场四楼,119.16194,33.529071,0517-85190008,3,确定,2020/8/3,
8131,29243,星辉国际（江宁路店）,美团,119103468,上海市,上海市,静安区,静安区江宁路188号 ,121.454869,31.231073,021-34551336,0,确定,2020/8/12,
8132,29245,赤峰天王KTV,,5477983,内蒙古,赤峰,红山区,内蒙古赤峰红山区昭乌达路天王KTV,118.955009,42.268769, 0476-8861777,1,确定,2020.8.13,
8133,29246,御玖娱乐,美团,732095618,浙江省,温州市,龙湾区,龙湾区机场大道396号（维也纳国际酒店二楼） ,120.839932,27.920953,0577-28887555,0,确定,2020/8/17,
8134,29250,凯撒英皇,美团,41192996,浙江省,衢州市,龙游县,龙游县太平西路352号,119.165121,29.024365,无,0,确定,2020/8/10,
8135,29256,华熙PARTY匯,美团,1633958165,四川,成都,锦江区,四川成都 锦江区喜树街与海棠路交叉口华熙liveA区负一层（巴黎贝甜楼下） ,104.145557,30.593722, 028-67832666,7,确定,2020.8.14,是
8136,29258,新声带量贩式KTV,美团,530392324,湖北省,武汉,蔡甸区,湖北省武汉市蔡甸区永安大街135号 ,113.943953,30.456661,18986140605,0,确定,2020/8/10,
8137,29259,跨界KTV,美团,1681076100,四川,绵阳,涪城区,四川省绵阳 涪城区涪滨路树高威尼斯b区商铺3楼 ,104.781487,31.445562,0816-6933999,6,确定,2020.8.5,是
8138,29260,ME·CHARM量贩KTV·米唱文化娱乐公司（渡江路店）,美团,1777600304,安徽省,安庆市,迎江区, 迎江区华中路与渡江路交汇处（吾悦华府S6幢301）,117.07229,30.507942, 0556-5509888,5,确定,2020/7/27,
8139,29261,歌世界量贩式KTV（横沥店）,美团,40329947,广东,东莞,东莞, 横沥镇南铭购物广场华润3楼 ,"113.971399,",23.0141,0769-82980333,1,确定,7.29,
8140,29266,相聚一刻量贩式KTV（黄江店）,美团,4706436,广东,东莞,东莞, 黄江镇黄江大道222号鹏泰广场二楼（东方门诊对面） ,"114.02028,",22.90974, 0769-83363719,1,确定,7.29,
8141,29268,豪迈·音悦汇KTV（南门口店）,美团,62562783,陕西,榆林,榆阳区,榆阳区肤施路东村3号楼(东恒商厦5-6楼，榆粮国际酒店南侧) ,109.758004,38.280536,0912-6855555,3,确定,2020/8/24,
8142,29273,富绅居休闲山庄,美团,98080994,广东,惠州,惠东县,广东惠州惠东县白盆珠镇356省道唐背岭村,115.05291,23.057459,0752-8286778,3,确定,8.6,
8143,29281,江南春美食城（平和店）,美团,180076491,福建,漳州,平和县,福建省漳州市平和县福环路136号、138号、140号（宝善公园对面）,117.320645,24.376770,0596-5251168,0,确定,2020/8/14,
8144,29294,海王星量贩式KTV,美团,40688453,山东省,威海市,荣成市,荣成市黄海南路125-11号 ,122.42816,36.883701,0631-7288689,5,确定,2020/8/17,
8145,29305,老青岛龙虾大院,美团,195070679,山东省,枣庄市,滕州市,滕州市大同路94号（长城宾馆院内）,117.154619,35.084229,0632-5507599||13963218798,1,确定,2020/8/21,
8146,29312,南华好声音量贩KTV（东明店）,美团,974735261,山东省,菏泽市,东明县, 东明县南华路南华购物4楼,115.091715,35.28404, 0530-6252233,2,确定,2020/7/31,
8147,29313,夜尚斯卡拉酒吧,美团,1360979219,广西,防城港,港口区, 防城区田口街8号北部湾高铁商贸中心5号楼102-103号 ,"108.36984,",21.71496,15676108888,1,确定,7.29,
8148,29318,活力连锁KTV（新城广场店）,美团,915363,广东,佛山,南海区,广东省佛山市南海区西樵镇新城广场4楼,112.98364,22.948606,0757-86859999,1,确定,7.3,
8149,29323,金石KTV,,40551282,甘肃,兰州,安宁区,甘肃 安宁区安宁东路228号安宁十里店天桥,"103.75141,",36.096551,13893218205,1,确定,2020.8.18,
8150,29324,百度KTV,美团,40141722,湖北省,湖北省直辖县,天门市,湖北省天门市解放大道与沿河路交叉口东北角 ,113.080020,30.509631,18672466882||15826918908,0,确定,2020/7/28,
8151,29330,星乐迪量贩KTV,美团,194421929,上海市,上海市,松江区,松江区云间路109号云间新天地广场三层 ,121.244245,31.00649,021-67899988,2,确定,2020/8/12,
8152,29334,金钻汇KTV,美团,115418474,广东,汕头,潮南区, 潮阳区过境公路西50米,116.36116,",23.317903",0754-89900899,0,确定,8.12,
8153,29337,黄河明珠国际酒店,,159261287,甘肃,临夏回族自治州,永靖县,甘肃临夏回族自治州永靖县太极镇公航旅,103.260066,35.958315,0930-8889016/0930-8889025,3,确定,2020.8.19,
8154,29340,尚湖音乐会所,美团,164361819,安徽省,阜阳市,颍州区,颍州区西湖镇白行桥路口西南侧 ,115.63802,32.92838,无,1,确定,2020/7/30,
8155,29342,海霞酒店,美团,913680,广东,东莞,东莞,常平镇霞村常平大道与公园路交汇西100米路南查看地,114.009443,22.977261,0769-82822888,2,确定,7.29,
8156,29344,K5音乐派对,美团,895693149,陕西省,延安市,宝塔区,陕西省延安市宝塔区大桥街延飞大厦4楼 ,109.488801,36.596714,0911-2333555,2,确定,2020/8/24,
8157,29345,爱星唱咖,,814550703,吉林,延边朝鲜族自治州,延吉市,吉林省延吉市公园路,"42.907647,129.491986",42.906765,15714331507,1,确定,2020.8.7,
8158,29347,歌声嘹亮量贩ktv,美团,646557544,安徽省,合肥市,包河区, 包河区祁门路与南屏路交口锦城邻里中心福万家超市二楼 ,117.258362,31.807903,15395162813,5,确定,2020/7/31,
8159,29349,红杏音乐广场,,41185156,吉林,吉林,昌邑区,吉林省吉林市昌邑区解放东路大福源对面,126.56769,43.852447,15804326111,1,确定,2020.8.7,
8160,29350,key 酒吧,美团,1290162697,福建,漳州,漳浦县,福建省漳州市漳浦县府前世家一期3栋D102-103号 ,117.612215,24.113380,18250222800,3,确定,2020/8/14,
8161,29351,真爱音乐酒吧,美团,166016726,福建,漳州,漳浦县,福建省漳州市漳浦县龙湖路大都汇蟹王府旁 ,117.618179,24.112480,0596-3756688||13606975111,1,确定,2020/8/14,
8162,29352,潘多拉量贩KTV,美团,1670098596,浙江省,金华市,磐安县,磐安县安文街道新兴街五洲御园233号,120.461141,29.046104,0579-84506555,0,确定,2020/8/5,
8163,29353,赤峰旋律音乐烤吧,,195514311,内蒙古,赤峰,红山区,内蒙古赤峰红山区长青街炫酷烤吧,118.960336,42.270764,0476-8222336,1,确定,2020.8.13,
8164,29359,曲禾PARTY KTV,美团,194766350,安徽省,铜陵市,郊区,郊区铜井西路158号（红事会酒店旁） ,117.8386,30.940531,0562-2666111,1,确定,2020/8/14,
8165,29369,金宏大酒店,美团,93331758,浙江省,衢州市,衢江区,衢江区大洲镇沧清路88号,118.98541,28.870971,0570-8035888,0,确定,2020/8/10,
8166,29375,星格纯K量贩式KTV,美团,193680465,山东省,青岛市,城阳区,城阳区荟城路506号蔚蓝创新天地24栋（天安数码城西邻） ,120.434116,36.313041,0532-55556123||15966888884,5,确定,2020/8/10,
8167,29379,多多量贩式KTV（小榄店）,美团,193142164,广东,中山,中山,小榄镇新华中路118购物广场4楼,113.24607,22.670729, 0760-22258666,3,确定,8.2,
8168,29380,MIC-私房唱,美团,1438656418,广西,来宾,兴宾区,广西来宾市桂中大道西一号佰迪乐KTV,109.214003,23.742274, 0772-4905888,0,确定,8.7,
8169,29381,卡若餐厅,,182285823,青海,果洛藏族自治州,班玛县,青海果洛藏族自治州班玛县人民路272号,100.736088,32.935123,15722359994,0,确定,,
8170,29386,名仕情缘音乐演艺酒吧,美团,657393606,浙江省,绍兴市,越城区,越城区绍兴越城区惠利街胜利东路355号 ,120.597161,30.005183,0575-88267878,0,确定,2020/8/12,
8171,29390,罗凤大酒店,美团,5164785,浙江省,温州市,瑞安市,瑞安市塘下罗凤庄园路1-7号,120.691885,27.836803,0577-65332288,0,确定,2020/8/17,
8172,29393,音乐龍KTV,美团,95178170,四川,自贡,大安区,  四川自贡大安区牛佛镇田冲头金通大酒店3层 ,29.37592,105.027756, 0813-7300007,1,确定,2020.7.24,是
8173,29395,爱唱乐吧,,6787460,天津,天津,津南区,天津津南区大件路金益园26号楼8号底商4层,"117.370611,38.996524",38.994758,022-88523285/13920480114,3,确定,2020.8.17,
8174,29396,鹏雲国际温泉酒店,美团,110740477,云南,楚雄彝族自治州,永仁县,云南楚雄彝族自治州永仁县苴却路19号,26.047671,101.67649,0878-6718666,5,确定,2020.8.14,是
8175,29403,东方罗马娱乐会所,美团,4596454,浙江省,舟山市,定海区,定海区解放西路223-225号千岛大厦3层 ,122.09767,30.01464,0580-2056186,1,确定,2020/8/21,
8176,29421,魔方KTV（枣园店）,美团,1990196365,陕西省,西安市,莲湖区,陕西省西安市莲湖区枣园西路阿房路三民汉风苑西区底商2楼 ,108.854480,34.284126,029-81506688,5,确定,2020/8/21,
8177,29425,逆派KParty,,195077253,吉林,吉林,昌邑区,吉林省吉林市昌邑区世贸广场6号楼1号门市,126.569396,43.838901,67688866,1,确定,2020.8.7,
8178,29436,歌王量贩式KTV,美团,615548216,浙江省,衢州市,江山市,江山市环城西路 ,118.621438,28.735032,0570-4371111,2,确定,2020/8/10,
8179,29440,劲歌金曲KTV,美团,5044572,广东,湛江,霞山区,广东湛江霞山区建新西路3号,110.401489,21.188579,0759-2169333,3,确定,8.2,
8180,29441,派克纯KTV,美团,107083085,四川,成都,郫县,四川成都 郫县犀浦金粮路566号 ,103.987004,30.731216, 028-87543466||18919562737,3,确定,2020.8.17,是
8181,29442,TOP.K,,1087684537,甘肃,平凉,崆峒区,甘肃平凉崆峒区丰收北路龙汇家园6号楼3楼,106.646359,35.555006,023-8889168,0,确定,2020.8.19,
8182,29451,"皇冠休闲宾馆

",美团,5032648,江西省,九江市,永修县,江西省九江市永修县古艾大道艾城加油站旁,115.771921,29.097902,0792-3171508,3,确定,2020/7/30,
8183,29453,梦巴黎KTV,美团,682068897,河北省,邢台市,桥西区,河北省邢台市桥西区中兴西大街中北世纪城集中商业楼四层北区 ,114.483541,37.061231,0319-3167666,0,确定,2020/8/12,
8184,29457,金钻KTV,美团,1442592,山西,运城,盐湖区,山西运城盐湖区圣惠路桃源大酒店北500米（桃园大酒店北侧） ,110.975558,35.020305, 0359-2884444,2,确定,2020/8/21,
8185,29482,名豪之夜KTV,美团,3301235,山西,运城,河津市,山西运城 河津市汾滨街汽车站往北20米路东（红豆网络会所南邻） ,110.705143,35.583659, 0359-5101888,1,确定,2020/8/21,
8186,29483,环球梦主题KTV,美团,1527481,上海市,上海市,虹口区,虹口区曲阳路566号6楼（近玉田路） ,121.491285,31.279567,021-55880222,2,确定,2020/8/12,
8187,29486,天伦皇朝KTV,美团,5958647,江西省,抚州市,东乡县,江西省抚州市东乡县正德路270号,116.607933,28.226825,0794-4237777,0,确定,2020/7/27,
8188,29487,盛海K歌沐足（灯饰城店）,美团,1690036285,江西省,赣州市,南康区,江西省赣州市南康区幸福小区（西一路）,114.799571,25.701589,0797-6558689,0,确定,2020/7/27,
8189,29490,夜思缘歌厅,,1242811429,辽宁,辽阳,白塔区,辽宁辽阳白塔区宏伟路112号夜思缘,123.208623,41.217494,0419-5167297,1,确定,2020.8.11,
8190,29491,犀乐门量贩KTV,美团,194252223,四川,成都,郫县,四川成都 郫县犀浦学园路润扬双铁广场二期石犀里负一楼 ,103.97686,30.757956,028-62600666,6,确定,2020.8.17,是
8191,29493,成都蓉城映象国际酒店,美团,771812,四川,成都,武侯区,四川成都武侯区龙腾西路1号（近龙爪堰地铁B口、清水河大桥）,30.651794,104.012769,028-85559988,4,确定,2020.8.17,是
8192,29494,银乐派连锁量贩KTV（曼购店）,美团,194833247,四川,成都,锦江区,四川成都 锦江区枫树街2号卓锦曼购中心1号电梯B1楼 ,104.136211,30.595518, 028-81508858,3,确定,2020.8.14,是
8193,29528,神话KTV,美团,2113127,浙江省,温州市,龙港市,龙港市龙港镇西一路（近农业银行） ,120.541021,27.580721,0577-64279888,0,确定,2020/8/17,
8194,29533,IK量贩式KTV,美团,40246518,广东,惠州,惠东县,广东惠州惠东县平山镇华侨城大道15号创富商贸广场5层,114.715148,22.974738,0752-8181880,0,确定,8.6,
8195,29535,红迪主题量贩式KTV（双龙店）,美团,631818121,广东,深圳,龙岗区,广东深圳龙岗区龙岗大道龙岗段6037号华策大厦首层,114.271123,22.726103,0755-28681007,1,确定,8.14,
8196,29541,铂爵KTV,美团,193649509,四川,成都,新都区,四川成都新都区互惠大道1号,104.057,30.768592, 028-60397188,3,确定,2020.8.18,是
8197,29544,名豪娱乐会所商务量贩,美团,1439763521,浙江省,温州市,永嘉县,永嘉县金三角大酒店3层 ,120.638033,28.039791,0577-67075888,0,确定,2020/8/17,
8198,29546,一代佳人,美团,740817138,广西,百色,右江区, 右江区爱新街361号,106.620803,",23.894622",13142263964,0,确定,7.28,
8199,29550,青缘阁KTV,美团,4393145,江苏省,徐州市,铜山区,铜山区黄河西路师范大学南侧 ,117.17498,34.185171,无,1,确定,2020/8/20,
8200,29554,168 KTV,美团,169986383,湖南省,益阳市,安化县,湖南省益阳市安化县梅城镇晨光路 ,111.646791,28.141472,0737-2211168,0,确定,2020/8/13,
8201,29555,金碧辉煌（广陵路店）,美团,41274690,浙江省,台州市,玉环市,玉环市广陵路192号 ,121.231101,28.123349,13456641222,0,确定,2020/8/14,
8202,29556,欧若拉KTV,美团,210172,重庆,重庆,南岸区,重庆省重庆南岸区明佳路泰达大厦1--7号 ,106.549995,29.520389,023-62803838,0,确定,2020.7.27,是
8203,29557,水木纯k,美团,158736950,四川,成都,成华区,四川成都成华区龙潭路33号上古天地4楼4-1-1铺 ,104.165662,30.703805, 028-87775123,7,确定,2020.8.14,是
8204,29560,欢乐之声量贩式KTV,美团,5561483,山东省,青岛市,平度市,平度市人民路62号（人民路与苏州路交叉口） ,119.961458,36.79023,0532-88330111,5,确定,2020/8/10,
8205,29561,晶木练歌广场（磁县店）,美团,2376041,河北省,邯郸市,磁县,河北省邯郸市磁县中盛广场对面美食林2楼（近中盛国贸广场）,114.371681,36.381502,0310-2337787,1,确定,2020/7/27,
8206,29565,集韵会KTV,美团,1421044126,陕西省,西安市,高陵县,陕西省西安市高陵区昭慧天街1号楼2楼 ,109.099552,34.525739,029-86910888,0,确定,2020/8/21,
8207,29574,多伦多KTV,美团,81175714,广东,梅州,兴宁市,广东梅州兴宁市兴新一路69号,115.728834,24.142483,0753-3988008,1,确定,8.1,
8208,29576,加州红,美团,6943303,广东,梅州,梅江区, 梅江区南门商业广场,116.113188,24.303902,0753-2366389/2993233,1,确定,8.1,
8209,29583,影麦私人影院,美团,545111877,江苏省,淮安市,淮安区,淮安区御景城汇金广场2号楼109115室三楼,119.155504,33.531434,13327969899,2,确定,2020/8/3,
8210,29587,京华KTV（宁乡店）,美团,1051994671,湖南省,长沙市,宁乡县,湖南省长沙市宁乡县创业大道与沩江大道交汇处宁邦大信新都汇4楼 ,112.573411,28.248233,0731-87894999,3,确定,2020/8/17,
8211,29588,Top·One 酒吧,美团,192610649,河北省,邢台市,桥西区,河北省邢台市邢台县邢州大道2232号场地1号库房晶牛文化园A栋 ,114.496081,37.104182,16680819655,2,确定,2020/8/12,
8212,29592,凯萨KTV旗舰店（拉薇公园店）,美团,955012915,贵州,黔东南苗族侗族自治州,凯里市,贵州黔东南苗族侗族自治州 凯里市凯棉路140号北区二层25-50号 ,107.966634,26.565436, 0855-2235555,7,确定,2020.8.3,是
8213,29598,红豆量贩KTV（桥头店）,美团,1760406470,贵州,黔南布依族苗族自治州,都匀市,贵州黔南布依族苗族自治州都匀市民族路百业大厦1楼 ,107.513524,26.258063, 0854-8256000,5,确定,2020.8.3,是
8214,29603,欢乐纯开主题KTV,美团,1753854576,广东,清远,清新区, 清新区107国道太和镇33号中恒公园大地花园38号楼3楼301商铺,112.997391,",23.723866", 0763-5818828/0763-5818628,1,确定,8.11,
8216,29615,爱唱I-SING主题式KTV,美团,5420500,江苏省,镇江市,京口区,京口区禹山路红豆购物广场B区3楼 ,119.481761,32.219009,0511-89008999,2,确定,2020/8/21,
8217,29620,米乐橙KTV量贩（锦江店）,美团,41293078,贵州,铜仁,碧江区,贵州铜仁碧江区锦江南路8号（锦江宾馆附楼2层） ,109.19022,27.722591,0856-8906666,4,确定,2020.7.31,是
8218,29621,蓝谷量贩KTV,美团,654830134,云南,昆明,晋宁县,云南昆明 晋宁区二街镇古二段120号 ,102.489667,24.696084,24.696084,0,确定,2020.8.10,是
8219,29622,金碧辉煌KTV,美团,66177543,四川,资阳,安岳县,  四川资阳,30.100392,105.331111,028-24509229,5,确定,2020.7.24,是
8221,29631,金都KTV,美团,2254195,四川,泸州,合江县,四川泸州 合江县水巷子街与美食街交叉口东北50米 ,105.923658,28.859869, 0830-5476088,0,确定,2020.8.5,是
8222,29633,欢乐派量贩KTV（盐亭店）,美团,1070133891,四川,绵阳,盐亭县,四川省绵阳盐亭县弥江路中段云溪镇望江楼商业中心4楼,31.220394,105.390891,0816-7800222,0,确定,2020.8.5,是
8223,29634,西乐KTV,美团,5037635,云南,昆明,西山区,云南昆明 西山区春雨路西山综合商场旁 ,102.63648,25.03035, 18213566175手机,0,确定,2020.8.11,是
8224,29636,聚龙湾KTV,美团,1439952523,贵州,黔东南苗族侗族自治州,雷山县,贵州黔东南苗族侗族自治州雷山县蚩尤大道（罗浪州地）,108.084503,26.395917, 0855-3339339,0,确定,2020.8.3,是
8225,29637,花样年华量贩KTV（宝石东路店）,美团,2464197,广东,深圳,宝安区,广东深圳宝安区石岩同安鸣丰商务大厦2楼,113.951207,22.681956,0755-33263266,1,确定,8.13,
8226,29641,MIK麦可量贩KTV,美团,1628508338,贵州,铜仁,碧江区,贵州铜仁 碧江区南长城路16号发改委一楼 ,109.197089,27.730108, 0856-5595777,7,确定,2020.7.31,是
8227,29643,V·K商务量贩KTV,美团,1449244487,浙江省,杭州市,桐庐县, 桐庐县迎春南路48号世贸大酒店副楼3楼,119.699376,29.787756,0571-64379999,5,确定,2020/7/30,
8228,29646,欢乐盛·K颂·KTV K song（南山店）,美团,194840658,广东,深圳,南山区, 南山区粤海街道科技园社区科苑路8号讯美科技广场1号楼-116 ,"113.946884,",22.546158,0755-86953922/0755-86953933,3,确定,8.19,
8229,29647,盛世酒店,,1252633578,内蒙古,巴彦淖尔,临河区,内蒙古巴彦淖尔临河区金沙路与帅丰街交汇处高新世家底商处,107.361228,40.751779,0478-7917111/0478-7918111,,确定,2020.8.12,
8230,29648,辣上云霄,,2028703,内蒙古,巴彦淖尔,临河区,内蒙古巴彦淖尔临河区团结路星月广场农行旁（近美丽园）,"40.766043,107.409982",40.760439,15847856868,,确定,2020.8.12,
8231,29650,发声秀KTV,美团,51434494,湖北市,荆门市,东宝区,湖北市荆门市东宝区长宁大道256号金象广场2楼（万邻汇对面） ,112.207900,31.037921,0724-2344666,4,确定,2020/7/30,
8233,29663,布兰卡音乐餐吧烧烤,,193732139,甘肃,陇南,成县,甘肃陇南成县大道南路支旗小吃街斜对面,105.745373,33.7452,0939-5916826,0,确定,2020.8.19,
8234,29665,东升歌舞厅,美团,4490222,浙江省,舟山市,定海区,定海区解放东路161号 ,122.111591,30.016272,0580-2608753,1,确定,2020/8/21,
8235,29673,偶遇KTV,,165320605,黑龙江,哈尔滨,道里区,黑龙江省哈尔滨市道里区福民街88号,"126.60932,45.74995",45.759522,45189765666,1,确定,2020.8.6,
8236,29675,唯爱纯K,美团,1266169034,陕西省,西安市,鄠邑区,陕西省西安市鄠邑区丰京路天慧城 ,108.631141,34.108349,029-84888886,3,确定,2020/8/21,
8237,29677,麦田时尚,,1453064248,甘肃,兰州,安宁区,甘肃兰州 安宁区孔家崖路123号 ,103.715567,",36.095829", 0931-7701666,1,确定,2020.8.18,
8238,29684,THE ONE CLUB,美团,1674653694,四川,成都,彭州市,四川成都 彭州市滨河路73号 ,103.936097,30.996058, 028-62577666,6,确定,2020.8.17,是
8239,29687,W量贩式KTV,美团,1244888095,浙江省,台州市,路桥区,路桥区双洋路453号 ,121.37663,28.587661,0576-82676666,5,确定,2020/8/14,
8240,29700,唐会·盛世凯歌,美团,1959575642,江西省,宜春市,袁州区,江西省宜春市袁州区锦绣大道152号 ,114.387400,27.831567,0795-8859119,0,确定,2020/8/13,
8241,29703,锦绣时代KTV,美团,2113046,浙江省,温州市,乐清市,乐清市交通东路672号 ,120.864629,28.045327,0577-61896777,1,确定,2020/8/17,
8242,29705,新西亚大酒店,美团,207375,重庆,重庆,九龙坡区,重庆省重庆九龙坡区石桥铺渝州路33号西亚广场（临近1号线石桥铺站）,29.533612,106.487381,023-68600999,5,确定,2020.7.27,是
8243,29715,名鼎国际,美团,194856269,浙江省,湖州市,德清县,德清县永安街体育场街永安街14-16号 ,119.959243,30.535879,无,0,确定,2020/8/3,
8244,29724,阳光KTV（莲城步行街店）,美团,2207963,湖南省,湘潭市,岳塘区,湖南省湘潭市岳塘区莲城步行街02栋5楼3号铺 ,112.919720,27.831681,0731-55575600,4,确定,2020/8/10,
8245,29726,金时代酒店,美团,5079903,广东,揭阳,普宁市,普宁市环市北路秀陇路段南侧,",116.192009",23.30277,0663-2663888,1,确定,8.7,
8246,29730,欢乐迪氧吧KTV（跃华新都店）,美团,1499399,重庆,重庆,九龙坡区,重庆省重庆 九龙坡区前进支路1号杨家坪步行街跃华新都6楼（近建设电影院）,106.514076,29.509051,023-68151999,3,确定,2020.7.27,是
8247,29746,新东方苑娱乐会所,美团,1562380495,浙江省,温州市,龙港市,龙港市金钗街90号 ,120.555191,27.578643,无,0,确定,2020/8/19,
8248,29749,皇朝会所,美团,5711622,四川,雅安,雨城区,四川雅安 雨城区雨河北正街协和广场E栋 ,103.009856,29.986123,0835-2852666,1,确定,2020.7.30,是
8249,29752,音乐汇,美团,5143676,四川,成都,金堂县,四川成都 金堂县迎宾大道金阳水景对面耍都3栋2楼 ,104.40891,30.85297, 028-84967773,0,确定,2020.8.14,是
8251,29762,Veke微客量贩式KTV（咸安店）,美团,1412096689,湖北省,咸宁市,咸安区,湖北省咸宁市咸安区永安大道金茂仕中心广场二楼普爱医院旁 ,114.296026,29.876634,0715-8330888,5,确定,2020/8/10,
8252,29764,聚点量贩KTV（罄云大市场店）,美团,1324994319,安徽省,宿州市,埇桥区,埇桥区磬云路西关办事处磬云大市场S#11二层-1号（新一佳超市楼上） ,116.957464,33.6374,0557-3663333,3,确定,2020/8/20,
8253,29765,乐巢量贩式KTV,,42140518,北京,北京,大兴区,北京大兴区旧宫镇旧忠路12号院15号楼4层乐巢KTV,116.451984,39.798255,010-87506868,1,确定,2020.8.5,
8254,29769,鸿鑫殿,美团,42990814,上海市,上海市,浦东新区,浦东新区广兰路1136号2楼（华佳宾馆） ,121.621127,31.204303,021-58558802,1,确定,2020/8/12,
8255,29770,爱琴海量贩式KTV,美团,1306450518,山东省,泰安市,泰山区,泰山区唐訾路北段移动斜对面 ,117.160831,36.190933,0538-8529988,1,确定,2020/8/14,
8256,29776,东方明珠娱乐会所,美团,42038103,浙江省,温州市,平阳县,平阳县兴鳌东路96-98号 ,120.55729,27.60008,0577-63586888,1,确定,2020/8/19,
8257,29779,金钻餐吧,美团,1053073060,新疆,和田地区,策勒县,新疆省和田地区策勒县英巴扎街7号 ,80.798277,36.999313,18197820666,0,确定,2020/8/24,
8258,29789,英皇盛世音乐会所,美团,5092481,安徽省,蚌埠市,蚌山区, 蚌山区宝龙广场17号楼（近涂山路）,117.377012,32.927999,无,0,确定,2020/7/28,
8259,29793,金乐迪,美团,2120406,浙江省,舟山市,岱山县,岱山县高亭镇竹屿新区星河路星辰大厦3楼 ,122.219659,30.25042,0580-4686868,0,确定,2020/8/21,
8260,29800,普乐迪量贩式KTV,美团,975582167,四川,眉山,东坡区,四川眉山 东坡区二环东路273号 ,103.851116,30.048199,028-38111199,4,确定,2020.8.5,是
8261,29804,爱尚音乐餐吧,美团,195866804,陕西省,西安市,灞桥区,陕西省西安市灞桥区水安路润都购物广场三楼,109.081143,34.232802,15702956780,1,确定,2020/8/21,
8262,29809,唛嘟KTV,美团,97011500,山东省,临沂市,兰山区,兰山区解放路三和斜对面,118.22782,35.070851,无,1,确定,2020/8/5,
8263,29823,丽城商务量贩KTV,美团,4653102,浙江省,金华市,永康市,永康市松石西路528号（好日子时尚自助烤吧） ,120.019331,28.902023,0579-87531777,1,确定,2020/8/5,
8264,29829,可乐思KTV,,4294175,辽宁,大连,甘井子区,辽宁 开发区新桥街17号 ,"121.78999,39.04632",38.976986,0411-62698015,1,确定,2020.8.10,
8265,29839,金钻餐吧,美团,663755723,新疆,阿克苏地区,库车市,库车市长江路速8酒店3、4楼,83.010663,41.711714,0997-7996677||0997-7995566,1,确定,2020/8/24,
8266,29840,金夜海鲜楼,,1970878751,内蒙古,乌兰察布,商都县,内蒙古乌兰察布商都县七台镇七台大街路西（骆驼电瓶对面）,"41.555194,113.565061",41.555157,15048457823,,确定,2020.8.14,
8267,29841,金嘉年华量贩KTV旗舰店,美团,1473681207,云南,普洱,思茅区,云南省普洱市思茅区普洱普洱市思茅区茶苑路26号（万人体育馆对面） ,100.975868,22.760208,15987999282手机,7,确定,2020.8.4,是
8268,29842,钻石量贩KTV（南雄大润发店）,美团,41671096,广东,韶关,南雄市,广东韶关南雄市大润发4楼钻石KTV,114.321819,25.116502, 0751-3883999,1,确定,8.13,
8269,29848,嘉丽华,美团,737317,江苏省,南京市,江宁区,江宁区上元大街548号 ,118.847911,31.95423,13770971699,1,确定,2020/8/6,
8270,29849,金殿娱乐会所,美团,42478999,河南省,周口市,鹿邑县,河南省周口市鹿邑县卫真路与栾台路交口往东100米路北（东关城角） ,115.498823,33.866343,0394-7597777,0,确定,2020/8/18,
8271,29867,缤纷年代,美团,6618720,福建省,南平市,延平区,福建省南平市延平区马坑路创世纪二期负一层（义乌小商品旁） ,118.171940,26.631171,0599-8586666,0,确定,2020/8/3,
8272,29882,麦霸赫KTV,美团,685288040,湖南省,长沙市,长沙县,湖南省长沙市长沙县梨江大道289号莫林酒店三楼 ,113.155772,28.177325,13423787553,1,确定,2020/8/17,
8273,29883,美莎娱乐汇,美团,117672786,陕西省,渭南市,临渭区,陕西省渭南市临渭区仓程路与乐天大街路口东南角桃园美莎国际酒店6楼 ,109.476660,34.512651,0913-2150000,1,确定,2020/8/21,
8274,29885,魔方KTV（东大街店）,美团,706312839,陕西省,西安市,新城区,陕西省西安市新城区南新街21号群光广场6楼 ,108.955085,34.261005,029-87396918,3,确定,2020/8/21,
